"INSTNM","MN_EARN_WNE_P7","MN_EARN_WNE_P6","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","CITY","STABBR","INSTURL","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","LOAN_EVER","CONTROL"
"4537","Heald College-Stockton","28400","23700","26700","31400","33400","Stockton","CA","www.heald.edu","9500","9500","9500","0.848545112","Private"
"4538","Heald College-Hayward","32800","28500","32900","40200","39600","Hayward","CA","www.Heald.edu","9500","9500","9500","0.848545112","Private"
"4539","CRU Institute","17900","16700","17500","15900","17600","Garden Grove","CA","www.cruinstitute.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4540","Modern Technology School","37000","40900","40600","41900","40100","Fountain Valley","CA","www.mtschool.edu","12356","14166","15625","0.913043478","Private"
"4541","National Career Education","33300","27700","32600","37200","37100","Rancho Cordova","CA","www.nceschool.com","7648","7600","5980","0.870560379","Private"
"4542","Everest College-Anaheim","25800","26300","27000","26300","27800","Anaheim","CA","www.everest.edu/campus/anaheim","9500","9500","6930","0.824156306","Private"
"4543","Thuy Princess Beauty College","NULL","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","Pomona","CA","thuyprincessbeautycollege.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4544","North-West College-Glendale","25700","25500","26200","26400","27700","Glendale","CA","www.north-westcollege.edu","8007.5","8919","5500","0.879539415","Private"
"4545","Everest College-City of Industry","25800","26300","28300","29500","27900","City of Industry","CA","www.everest.edu/campus/city_of_industry","9425","9195","7331.5","0.79630829","Private"
"4546","Fremont College","31900","26400","30800","35300","35400","Cerritos","CA","www.fremont.edu","20000","PrivacySuppressed","PrivacySuppressed","0.962555066","Private"
"4547","Pomona Unified School District Adult and Career Education","17600","19200","18200","25100","22400","Pomona","CA","www.pusd.org/ace","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4548","Universal College of Beauty Inc-Los Angeles 2","17500","14700","14300","18100","18700","Los Angeles","CA","ucb-la.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4549","IBMC College","23100","21800","23400","25900","24500","Fort Collins","CO","www.ibmc.edu","9739","14264","11775","0.892409241","Private"
"4550","Xenon International Academy-Denver","23900","25100","23000","23600","27800","Aurora","CO","www.xenonacademy.net","10649","12580.5","10143","PrivacySuppressed","Private"
"4551","Academy of Cosmetology","16600","16200","PrivacySuppressed","15700","14600","Merritt Island","FL","FLORIDACOSMETOLOGYSCHOOLS.COM","5001","PrivacySuppressed","PrivacySuppressed","0.869369369","Private"
"4552","ITT Technical Institute-Lake Mary","36700","33100","38300","40000","42800","Lake Mary","FL","www.itt-tech.edu","12667","17014","17000","0.800189188","Private"
"4553","Sunstate Academy","18700","19000","18500","22900","22100","Clearwater","FL","www.sunstate.edu","4900","5767","6333","0.8721174","Private"
"4554","Heritage Institute-Jacksonville","23400","23200","21700","21400","25300","Jacksonville","FL","www.heritage-education.com","9500","9500","9847","0.822847682","Private"
"4555","Fortis College-Smyrna","25900","24200","25800","27100","27700","Smyrna","GA","Fortis.edu","9905","11833","10937.5","0.872835113","Private"
"4556","Remington College-Honolulu Campus","NULL","18200","21200","NULL","26700","Honolulu","HI","www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools","9500","9500","9500","0.830550312","Private"
"4557","Vatterott College-Des Moines","26900","22000","25000","35700","37000","Des Moines","IA","www.vatterott.edu","13000","13875","12750","0.817572892","Private"
"4558","Brown Mackie College-Quad Cities","23700","30300","29000","26500","30300","Bettendorf","IA","www.brownmackie.edu","11093.5","14326","13000","0.892460773","Private"
"4559","Pivot Point Academy-Bloomingdale","25700","23500","26500","25700","25800","Bloomingdale","IL","www.pivotpoint.edu","13833","12500","9833","0.956043956","Private"
"4560","Blalock's Professional Beauty College","NULL","NULL","NULL","NULL","NULL","Shreveport","LA","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4561","Diesel Driving Academy-Baton Rouge","PrivacySuppressed","31200","35400","NULL","PrivacySuppressed","Baton Rouge","LA","www.dda.edu","6333","PrivacySuppressed","PrivacySuppressed","0.878552972","Private"
"4562","Jonesville Beauty School","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16900","17300","Vidalia","LA","jonesvillebeautyacademy.com","9500","9833","9833","PrivacySuppressed","Private"
"4563","New England Hair Academy","21700","18700","19700","PrivacySuppressed","PrivacySuppressed","Malden","MA","www.newenglandhairacademy.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.23857868","Private"
"4564","Rob Roy Academy-Worcester","19200","19000","21100","22000","20000","Worcester","MA","www.rob-roy.com","7104","8802","5500","0.881147541","Private"
"4565","Upper Cape Cod Regional Technical School","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Bourne","MA","www.uppercapetech.com","9500","9500","9500","PrivacySuppressed","Public"
"4566","All-State Career-Baltimore","34600","28900","33900","34700","35800","Baltimore","MD","www.allstatecareer.edu","6333","6333","6333","0.887809779","Private"
"4567","New England School of Communications","27100","24600","28100","26600","30600","Bangor","ME","www.nescom.edu","14250","16000","12737","PrivacySuppressed","Private"
"4568","Everest Institute-Kalamazoo","21800","20100","22200","23500","23700","Kalamazoo","MI","www.everest.edu/campus/kalamazoo","9500","9500","9500","0.832098765","Private"
"4569","Adler Graduate School","PrivacySuppressed","NULL","NULL","PrivacySuppressed","NULL","Richfield","MN","www.alfredadler.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4570","Academy of Hair Design-Jackson","17600","16400","17800","19300","18400","Jackson","MS","www.academyofhair.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.472392638","Private"
"4571","KC's School of Hair Design","NULL","NULL","NULL","NULL","NULL","Pontotoc","MS","www.kcsschoolofhair.com","12125","PrivacySuppressed","PrivacySuppressed","0.684615385","Private"
"4572","Mitchells Hairstyling Academy-Goldsboro","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Goldsboro","NC","www.mitchells.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4573","Lincoln Technical Institute-Moorestown","27800","22500","26400","38600","35400","Moorestown","NJ","www.lincolnedu.com/campus/moorestown-nj","8512.5","9180","7000","0.863373958","Private"
"4574","Monmouth County Vocational School District","37500","PrivacySuppressed","40600","35500","36100","Freehold","NJ","www.mcvsd.org","3500","PrivacySuppressed","PrivacySuppressed","0.56122449","Public"
"4575","Brightwood College-Las Vegas","24900","21000","24900","27400","28000","Las Vegas","NV","www.brightwood.edu/las-vegas-nv/","9302","9494","9500","0.897757256","Private"
"4576","Beauty School of Middletown","18700","19100","22000","21600","20700","Middletown","NY","www.thebeautyschoolofmiddletown.com","6204","PrivacySuppressed","PrivacySuppressed","0.864864865","Private"
"4577","Bryant & Stratton College-Southtowns","22200","23000","23600","23700","24300","Orchard Park","NY","www.bryantstratton.edu","9500","13385.5","12950","0.876810697","Private"
"4578","National Tractor Trailer School Inc-Buffalo","32700","34000","32700","34800","36100","Buffalo","NY","www.ntts.edu","6365","6365","3685","0.89159292","Private"
"4579","Yeshiva Gedolah Imrei Yosef D'spinka","18300","18400","27900","22400","26200","Brooklyn","NY","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4580","Cleveland Institute of Dental-Medical Assistants-Mentor","21400","19400","21100","23100","22800","Mentor","OH","www.cidma.edu","9500","9500","9500","0.886723508","Private"
"4581","Cleveland Institute of Dental-Medical Assistants-Lyndhurst","21400","19400","21100","23100","22800","Lyndhurst","OH","www.cidma.edu","9500","9500","9500","0.886723508","Private"
"4582","Knox County Career Center","26700","28100","26000","27200","25100","Mount Vernon","OH","www.KnoxTechnicalCenter.com","8371.5","9500","8618","0.905982906","Public"
"4583","Madison Adult Career Center","PrivacySuppressed","18600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Mansfield","OH","www.madisonadultcc.org","6168","PrivacySuppressed","PrivacySuppressed","0.698412698","Public"
"4584","Remington College-Cleveland Campus","20400","18500","21200","24300","23100","Cleveland","OH","www.remingtoncollege.edu/cleveland-ohio-career-schools-overview","9500","9500","9500","0.830550312","Private"
"4585","Brown Mackie College-Findlay","28000","30300","29000","26900","30300","Findlay","OH","www.brownmackie.edu","11093.5","14326","13000","0.892460773","Private"
"4586","Toledo Academy of Beauty Culture-East","14400","14700","15500","14900","15800","OREGON","OH","toledoacademyofbeauty.com","7916","PrivacySuppressed","PrivacySuppressed","0.828571429","Private"
"4587","U S Grant Joint Vocational School","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Bethel","OH","www.grantcareer.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4588","CC's Cosmetology College","15300","13900","14800","16300","17800","Tulsa","OK","www.ccscosmetologycollege.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4589","Chisholm Trail Technology Center","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Omega","OK","www.cttc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4590","Gordon Cooper Technology Center","32900","32100","32300","30400","32100","Shawnee","OK","www.gctech.org","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4591","Kiamichi Technology Center-Atoka","24100","24100","24100","24700","25200","Atoka","OK","www.ktc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4592","Kiamichi Technology Center-Durant","24100","24100","24100","24700","25200","Durant","OK","https://www.ktc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4593","Kiamichi Technology Center-Hugo","24100","24100","24100","24700","25200","Hugo","OK","www.ktc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4594","Kiamichi Technology Center-McAlester","24100","24100","24100","24700","25200","McAlester","OK","www.ktc.edu/Template0.asp?pg=128","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4595","Kiamichi Technology Center-Idabel","24100","24100","24100","24700","25200","Idabel","OK","www.ktc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4596","Kiamichi Technology Center-Poteau","24100","24100","24100","24700","25200","Poteau","OK","www.ktc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4597","Kiamichi Technology Center-Spiro","24100","24100","24100","24700","25200","Spiro","OK","www.ktc.edu/locations/spiro.aspx","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4598","Kiamichi Technology Center-Talihina","24100","24100","24100","24700","25200","Talihina","OK","www.ktc.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Public"
"4599","Le Cordon Bleu College of Culinary Arts-Portland","28600","25300","29500","30200","32200","Portland","OR","www.chefs.edu/portland","12749","12931","11319","0.868754956","Private"
"4600","YTI Career Institute-Altoona","22600","19100","22000","28200","26800","Altoona","PA","www.yti.edu","8316","9500","12749","0.876126126","Private"
"4601","Eastern Center for Arts and Technology","49600","44600","46300","50900","47500","Willow Grove","PA","www.eastech.org","9500","9500","9500","PrivacySuppressed","Public"
"4602","Empire Beauty School-Center City Philadelphia","18100","16200","19000","20400","20600","Philadelphia","PA","www.empire.edu","7000","8100","8039.5","0.833850494","Private"
"4603","Centro de Estudios Multidisciplinarios-Humacao","18900","16700","18900","19400","20500","Humacao","PR","www.cempr.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.03221909","Private"
"4604","Colegio Mayor de Tecnologia Inc","18900","17100","17300","19000","18700","Arroyo","PR","www.cmtarroyo.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4605","Institucion Chaviano de Mayaguez","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14000","PrivacySuppressed","Mayaguez","PR","www.mayaguezinstituteoftechnology.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4606","EDIC College","17800","17400","17600","19700","21100","Caguas","PR","www.ediccollege.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4607","Liceo de Arte-Dise-O y Comercio","14300","13900","14900","14700","15500","Caguas","PR","www.liceocaguas.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4608","Universal Technology College of Puerto Rico","16900","15200","17100","18000","17700","Aguadilla","PR","www.unitecpr.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"4609","Academy of Hair Technology","18600","18900","19200","18800","15900","Greenville","SC","www.hairchamps.com","3250","PrivacySuppressed","PrivacySuppressed","0.783783784","Private"
"4610","Mr Wayne's School of Unisex Hair Design","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Cookeville","TN","www.misterwaynes.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
